"dist_bp","r2"
666903,0.0381803984081842
275704,0.68656819841556
33,1
5,0.961837944808892
1,1
13088,0.778865636779951
195458,0.371592473184827
405182,0.457796349415623
32,0.249563575056597
2,0.0379214548500281
1,1
115251,0.0748020040221008
16,0.397604285513476
157209,0.823370904477842
1,1
10,1
1814,0.935432347921962
76256,0.201978322315334
184933,0.828326270218871
103317,0.0723943836962746
42385,0.761806151847356
2,0.217337941423473
14,1
32925,0.890325537917967
95139,0.885197966708065
106,0.0347698425465342
89951,0.0234784295909582
326645,0.000432823201435675
10,1
2253,0.000252356669043207
42,1
185535,0.701439377696243
23,1
72789,0.329285889905135
770349,0.0282925438704881
170035,0.190476498326446
44,1
9934,0.847014879716459
11052,0.253332660486347
11,0.269483547376368
10329,0.225089418461011
29,0.2570322662531
841379,0.000524227052727847
23,0.999999999999998
90414,0.00253351245676676
5934,0.788229242561475
56877,0.868969763858738
23,1
1423393,0.104402969308797
3042,0.232137077668573
154061,0.225700798395376
687680,0.679460622591349
273504,0.000878339930285905
21,0.777340236752522
867823,0.0377155973249369
1792,0.0435564679999227
53264,0.0352352093806564
114611,0.0292779144028696
3648,0.0170854266993029
20,1
68,0.0185453637097123
145838,0.25221407855897
94836,0.0220288940343725
6,1
190517,0.0245715299995151
44,1
124676,0.250032304412702
408326,0.0897117458354452
1,1
27,1
7,0.0684122294877177
63,0.917799348267615
179432,0.512922904808348
1611228,0.000909997035432737
12474,0.0497493908883892
2,1
1,1
3,0.99889201226739
227603,0.639818384814095
5,1
797485,0.0855669338066106
-597151027,0.0150695426936215
217632,0.0125653359541621
242,0.0321206811893764
58944,0.182076164993934
1935660,0.00662015887920534
351605,0.0318468736580786
16,0.3239792762112
2,0.3239792762112
2805,0.954764769202459
2,0.0140543561309675
10,0.0140543561309675
65,0.0454225914181887
31,0.0512508392969947
362647,0.00553702697716729
406356,0.606405404444917
920730,0.518738769314326
691112,0.000609059645440624
8,1
152771,0.079611904175442
7,0.960507676221013
32,0.826381976757621
1,1
620983,0.0218550712426354
578,0.181454445920618
7087,0.144090448645897
268624,0.00126982764273777
2197,0.197520029033368
467725,0.0208250795850598
25,1
24195,0.321699045049201
246615,0.815208666635334
633898,0.0830498020556098
3,1
25,1
6,1
105350,0.904775517368461
30027,0.034114664879667
193,0.149242096352181
31,0.160571190538304
795155,0.028099955641186
5,1
20,1
21,1
3,1
278690,0.6958507701947
27,0.948604742354313
303746,0.0023778086655474
12,0.722301873340071
5,0.37009999131617
21676,0.0213392286988353
3,1
21,0.00580053514520267
95101,0.00579296633887367
20385,0.00383365178934604
86755,0.00236887417975725
259880,0.0702114116925792
50229,0.0364568901343922
1313661,0.0303210514172749
682674,0.104738900149545
270232,0.111741003028624
219421,0.908055729245795
169132,0.000593527201031666
8791,0.00202968711541628
14,0.82503375646555
964296,0.00219786515270948
39753,0.00627939339374698
32,0.968679976887176
377619,0.0207536565146886
1014712,0.0297812923192652
13197,0.00827930881148993
133043,0.0287960144483837
483830,0.0360483063247453
2,1
2,1
34,0.998813242137226
1,1
70071,0.742841722484981
937,0.0648470634747194
21,1
163,0.901543406018132
786621,0.00734427171695788
6,0.103986844027657
3904,0.283336128592318
25,1
454,0.911952245542798
13,1
15,0.0279309784265748
120410,0.0181407735635784
45143,0.938077438720032
82884,0.133112575498327
187,0.80101052819976
72229,0.417541841897428
676100,0.0841880144022297
7,0.00802210125130863
25,1
5,1
34986,0.0264764883464808
181600,0.00924821857306417
4,0.244759888173144
53574,0.777980257907911
60,0.389760380545294
1,1
2,1
1,1
165296,0.0128638122880811
15,0.910428206898334
18,0.30113433675477
11,0.0107274726767224
26798,0.238120423198639
46,0.386349488914396
19244,0.611883684861179
55624,0.00662391151531509
494839,4.98408061550298e-05
42,1
2,1
183589,0.00485883905532609
106347,0.00922518731145166
16,1
1,1
552434,0.777300957499984
1,1
815941,0.000192068179985801
12,0.0156999703284445
769584,0.825815740763708
15,0.950724952324489
531019,0.787867933859332
11,1
3,0.925345752915863
458618,0.00245323534899895
5,0.00888327800505079
20,0.00888327800505079
6,0.00888327800505079
11,0.0241291933878188
5,0.00964415472109302
6,0.943594723389329
252425,0.00734451642211307
29,1
6,1
2,1
9,1
224632,0.532196085982183
6,0.827215837588323
18,0.803100356977508
1,0.949502050874609
3030075,0.00308480345441247
1,1
22,0.236355743808523
2,0.0089056780543327
2,0.665792626409563
14,1
182810,0.107284700085925
1,1
445080,0.000514634638430089
814574,0.0575473636813357
10,0.106071663399802
46,0.258532224550967
101,0.218842158016937
595508,0.0134650132210895
256544,0.0309153610351812
16,0.645423635294171
15,0.0199417811854276
2,0.94381012504513
1469896,0.539184277428106
1369972,0.00606726664857917
5106873,0.0014683862439671
14,1
18,1
9,1
1182013,0.00403384387246187
82193,0.62475619303761
3315491,0.410236591701637
821653,0.61991996414581
834365,0.93368047499812
7,1
1001149,0.00385802201381573
304845,0.746510012621477
36395,0.855926643436016
274587,0.812917738424165
1,1
1,1
945772,0.00407320224238827
31,0.924844806598553
46,0.0184414284997556
282322,0.00665558817144412
2224068,0.830199734573245
1,0.992934100760809
31,1
952281,0.00371599087250012
24,0.864694705172557
6,1
1314295,0.0243884864647868
542505,0.344248369977663
118047,0.888961199075227
701828,0.459953548077697
8,0.863033108657962
2,1
205137,0.746919852589685
30,1
145,0.872290429193659
14,1
131537,0.909576164081244
267945,0.898047061463617
222708,0.896524644920605
8,1
1,1
616023,0.677617803754921
101871,0.312122152515511
24,1
669980,0.312282288870592
30,1
1507,0.905769584327177
21,0.998961096714349
13,0.033246881371623
3,0.0440196080935804
2,0.0440196080935804
500683,0.0222430219161646
392214,0.00258282902174754
813353,0.0076884198105932
10,1
6,0.930992286137197
91093,0.788330069123708
64306,0.0431041823054208
118563,0.0216577366765013
2284160,0.703125611730951
617926,0.0893676909389685
10,1
12,1
4490,0.799997354902481
1177,0.004644854000049
2011300,0.0690028641843273
16853,0.863183128950905
1378162,0.0538070526482906
4,1
1,1
1,1
16,1
13,0.120790870806498
1,1
1,0.747004946687443
7,0.747004946687443
6,1
7,0.120790870806498
1,1
169972,0.794534440751831
6,1
23,1
4,1
10,1
480077,0.00325935783196294
707072,0.149764902167756
18866,0.589230426550286
16480,0.0178126063187187
77,0.153015934453691
1,0.580289946525287
171,0.0175792232658279
945116,2.0710169296173e-05
23,1
518692,0.000222302948596569
1373110,0.41695382411654
9,0.248368552020118
24,0.00376155227251574
6,1
14395,0.67750937183805
227897,0.897097211941409
2293882,0.0196918875373273
1209605,0.0326181371771225
27,1
1736908,0.00385247296250118
11,0.023973049886795
6,0.0153198705515821
1777741,0.0352748719263671
29,0.0347238527756408
1718300,4.91965989485325e-05
268483,0.0795573715519841
25,0.514338357605909
13,1
17,1
651691,0.0851740675403507
38793,0.92642398264302
2423006,0.694333044349256
866328,0.866642666657177
768892,0.0151093446623659
878883,0.0200043328832327
10138090,0.875954973825849
1483350,0.880401283310042
138912,0.863801300054819
184371,0.809679769209377
27,0.999999999999998
2263498,0.661787298273174
45484,0.724650771039093
921793,0.94095106444364
1032495,0.0196496576002792
10,1
5,1
12,1
8,1
3043027,0.815844555802893
11,1
2,1
17,1
31906,0.00510719369153955
1569896,0.383337060923798
7,1
1024903,0.335868006730606
3279809,0.436813824612705
231036,0.00695566602534869
13,1
1660,0.824448376975707
1,1
273130,0.823318448927408
1,1
2,1
1,1
4,1
4,1
14,1
2314603,0.00587150743362254
2598952,0.890036414199271
1443112,0.00452102328235888
79979,0.736215330277094
13,0.888384039152239
6,1
131319,0.878465461040407
233788,0.856728251386641
30,1
3,1
16,1
6,1
2,1
2419,0.004632656035653
234845,0.00722310937177653
4,1
9,1
2749677,0.877066154079236
15,0.896616066640158
31,0.896616066640158
2063563,0.873958418642768
8,0.999999999999998
1599210,0.00430791089420089
176578,0.00508489980132046
3,1
15,1
443694,0.781518747888984
1,1
20,1
9,0.990887603015673
4,0.990887603015673
837219,0.00547139054513419
168133,0.00486892906476273
5558606,0.00694712044254385
391847,0.00307201683709021
355955,0.000447782520989927
10,0.467716486886479
1129890,0.314753301897695
1030111,0.668668394052757
8911726,0.672780461062007
3,1
2,1
4,1
2,1
774679,0.0195019874812903
2711542,0.00855118827996553
454808,0.000204954496984262
499791,0.000623140655387089
2,1
2,1
15,1
3,1
6508,0.916417944344299
303788,7.5492055263639e-05
17,0.872134013595517
34,0.872134013595517
12525,0.00141963788240659
1824807,0.077057144206067
2741618,0.918528466499218
89195,0.00287680747074246
378653,0.00473406737663159
209227,0.75934166104096
118432,0.702859451007189
11,1
2079476,0.847570162021609
3228,0.950044503036143
795213,0.898797099398477
392284,0.905812128629225
89359,0.763059368803181
13,0.820291641158392
12,1
193075,0.905178294258636
1,0.99713238806082
4,1
116,0.893552301057907
394510,0.00369485489167
10112951,0.821446192203202
18,1
1,1
5,1
23,1
150584,0.0187054531723702
1088274,0.927088563474965
609144,0.00854389395858103
647988,0.00859667218403843
200025,0.931730074921732
525355,0.00761012184146726
22,0.856281091461384
27,1
394125,0.0151474183965758
176426,0.91972399967551
12,0.826713111513736
